NOM_ENT,Grupo quinquenal de edad,AÑO,Total,Hombres,Mujeres
Tamaulipas,30 a 34 años,2005,253314,122825,130489
Tamaulipas,30 a 34 años,2010,258116,126215,131901
Tamaulipas,30 a 34 años,2020,256845,125288,131557
Tamaulipas,25 a 29 años,1990,188111,91069,97042
Tamaulipas,25 a 29 años,1995,229796,111930,117866
Tamaulipas,25 a 29 años,2000,272292,132737,139555
Tamaulipas,25 a 29 años,2005,267644,131056,136588
Tamaulipas,25 a 29 años,2010,275453,137058,138395
Tamaulipas,25 a 29 años,2020,267261,131093,136168
Tamaulipas,20 a 24 años,1990,231171,112132,119039
Tamaulipas,20 a 24 años,1995,274901,134302,140599
Tamaulipas,20 a 24 años,2000,271411,134951,136460
Tamaulipas,20 a 24 años,2005,274245,138074,136171
Tamaulipas,20 a 24 años,2010,291682,147251,144431
Tamaulipas,20 a 24 años,2020,284064,142117,141947
Tamaulipas,15 a 19 años,1990,273793,136022,137771
Tamaulipas,15 a 19 años,1995,275684,137625,138059
Tamaulipas,15 a 19 años,2000,270114,137462,132652
Tamaulipas,15 a 19 años,2005,290402,147498,142904
Tamaulipas,15 a 19 años,2010,294469,150104,144365
Tamaulipas,15 a 19 años,2020,294950,149235,145715
Tamaulipas,100 años y más,1990,346,136,210
Tamaulipas,100 años y más,1995,296,116,180
Tamaulipas,100 años y más,2000,1680,727,953
Tamaulipas,100 años y más,2005,1450,605,845
Tamaulipas,100 años y más,2010,1427,574,853
Tamaulipas,100 años y más,2020,353,146,207
Tamaulipas,10 a 14 años,1990,268815,135450,133365
Tamaulipas,10 a 14 años,1995,263237,133432,129805
Tamaulipas,10 a 14 años,2000,294747,149746,145001
Tamaulipas,10 a 14 años,2005,295298,150744,144554
Tamaulipas,10 a 14 años,2010,305122,154618,150504
Tamaulipas,10 a 14 años,2020,305853,155866,149987
Tamaulipas,0 a 4 años,1990,256810,130667,126143
Tamaulipas,0 a 4 años,1995,282902,144467,138435
Tamaulipas,0 a 4 años,2000,2753222,1359874,1393348
Tamaulipas,0 a 4 años,2005,3024238,1493573,1530665
Tamaulipas,0 a 4 años,2010,3268554,1616201,1652353
Tamaulipas,0 a 4 años,2020,271340,137176,134164
Tlaxcala,No especificado,1990,847,400,447
Tlaxcala,No especificado,1995,698,321,377
Tlaxcala,No especificado,2000,200,68,132
Tlaxcala,No especificado,2005,188,69,119
Tlaxcala,No especificado,2010,187,75,112
Tlaxcala,No especificado,2020,20925,10419,10506
Tlaxcala,95 a 99 años,1990,530,195,335
Tlaxcala,95 a 99 años,1995,643,268,375
Tlaxcala,95 a 99 años,2000,1392,623,769
Tlaxcala,95 a 99 años,2005,1502,664,838
Tlaxcala,95 a 99 años,2010,1997,880,1117
Tlaxcala,95 a 99 años,2020,1231,532,699
Tlaxcala,90 a 94 años,1990,985,467,518
Tlaxcala,90 a 94 años,1995,1238,557,681
Tlaxcala,90 a 94 años,2000,3366,1531,1835
Tlaxcala,90 a 94 años,2005,4171,1922,2249
Tlaxcala,90 a 94 años,2010,5477,2493,2984
Tlaxcala,90 a 94 años,2020,3217,1353,1864
Tlaxcala,85 a 89 años,1990,2832,1296,1536
Tlaxcala,85 a 89 años,1995,3127,1477,1650
Tlaxcala,85 a 89 años,2000,5308,2544,2764
Tlaxcala,85 a 89 años,2005,7232,3382,3850
Tlaxcala,85 a 89 años,2010,8741,4056,4685
Tlaxcala,85 a 89 años,2020,7325,3225,4100
Tlaxcala,80 a 84 años,1990,4143,1991,2152
Tlaxcala,80 a 84 años,1995,4334,2094,2240
Tlaxcala,80 a 84 años,2000,9585,4700,4885
Tlaxcala,80 a 84 años,2005,11317,5460,5857
Tlaxcala,80 a 84 años,2010,13009,6108,6901
Tlaxcala,80 a 84 años,2020,11591,5335,6256
Tlaxcala,75 a 79 años,1990,6354,3203,3151
Tlaxcala,75 a 79 años,1995,7367,3620,3747
Tlaxcala,75 a 79 años,2000,12377,6038,6339
Tlaxcala,75 a 79 años,2005,14576,6904,7672
Tlaxcala,75 a 79 años,2010,17497,8197,9300
Tlaxcala,75 a 79 años,2020,17367,8240,9127
Tlaxcala,70 a 74 años,1990,8284,4012,4272
Tlaxcala,70 a 74 años,1995,10838,5324,5514
Tlaxcala,70 a 74 años,2000,16582,7743,8839
Tlaxcala,70 a 74 años,2005,18889,8873,10016
Tlaxcala,70 a 74 años,2010,21997,10353,11644
Tlaxcala,70 a 74 años,2020,24495,11325,13170
Tlaxcala,65 a 69 años,1990,12043,5870,6173
Tlaxcala,65 a 69 años,1995,14448,6931,7517
Tlaxcala,65 a 69 años,2000,20010,9496,10514
Tlaxcala,65 a 69 años,2005,24137,11552,12585
Tlaxcala,65 a 69 años,2010,28530,13597,14933
Tlaxcala,65 a 69 años,2020,33958,15919,18039
Tlaxcala,60 a 64 años,1990,14949,7334,7615
Tlaxcala,60 a 64 años,1995,18174,8695,9479
Tlaxcala,60 a 64 años,2000,22869,11097,11772
Tlaxcala,60 a 64 años,2005,28757,13902,14855
Tlaxcala,60 a 64 años,2010,36171,17210,18961
Tlaxcala,60 a 64 años,2020,46505,21684,24821
Tlaxcala,55 a 59 años,1990,17599,8478,9121
Tlaxcala,55 a 59 años,1995,20211,9745,10466
Tlaxcala,55 a 59 años,2000,29923,14389,15534
Tlaxcala,55 a 59 años,2005,37925,18030,19895
Tlaxcala,55 a 59 años,2010,49362,23079,26283
Tlaxcala,55 a 59 años,2020,56315,26186,30129
Tlaxcala,50 a 54 años,1990,20869,10037,10832
Tlaxcala,50 a 54 años,1995,25113,12321,12792
Tlaxcala,50 a 54 años,2000,36434,17540,18894
Tlaxcala,50 a 54 años,2005,48794,22995,25799
Tlaxcala,50 a 54 años,2010,58822,27512,31310
Tlaxcala,50 a 54 años,2020,70782,32540,38242
Tlaxcala,5 a 9 años,1990,107483,53958,53525
Tlaxcala,5 a 9 años,1995,109410,55694,53716
Tlaxcala,5 a 9 años,2000,108862,55386,53476
Tlaxcala,5 a 9 años,2005,114954,58574,56380
Tlaxcala,5 a 9 años,2010,116073,58980,57093
Tlaxcala,5 a 9 años,2020,117738,59685,58053
Tlaxcala,45 a 49 años,1990,25549,12476,13073
Tlaxcala,45 a 49 años,1995,31649,15480,16169
Tlaxcala,45 a 49 años,2000,48701,23243,25458
Tlaxcala,45 a 49 años,2005,59577,28186,31391
Tlaxcala,45 a 49 años,2010,71030,33139,37891
Tlaxcala,45 a 49 años,2020,80395,37282,43113
Tlaxcala,40 a 44 años,1990,29399,14427,14972
Tlaxcala,40 a 44 años,1995,38503,18878,19625
Tlaxcala,40 a 44 años,2000,61295,28977,32318
Tlaxcala,40 a 44 años,2005,72699,33984,38715
Tlaxcala,40 a 44 años,2010,84560,39297,45263
Tlaxcala,40 a 44 años,2020,89448,41550,47898
Tlaxcala,35 a 39 años,1990,39473,19043,20430
Tlaxcala,35 a 39 años,1995,54029,25910,28119
Tlaxcala,35 a 39 años,2000,69785,32599,37186
Tlaxcala,35 a 39 años,2005,81874,37734,44140
Tlaxcala,35 a 39 años,2010,90612,41672,48940
Tlaxcala,35 a 39 años,2020,94896,43586,51310
Tlaxcala,30 a 34 años,1990,48100,22925,25175
Tlaxcala,30 a 34 años,1995,61544,29238,32306
Tlaxcala,30 a 34 años,2000,79360,37296,42064
Tlaxcala,30 a 34 años,2005,88678,40707,47971
Tlaxcala,30 a 34 años,2010,93720,43235,50485
Tlaxcala,30 a 34 años,2020,96512,45384,51128
Tlaxcala,25 a 29 años,1990,57606,27447,30159
Tlaxcala,25 a 29 años,1995,71169,33868,37301
Tlaxcala,25 a 29 años,2000,95999,45652,50347
Tlaxcala,25 a 29 años,2005,99680,46429,53251
Tlaxcala,25 a 29 años,2010,104781,50406,54375
Tlaxcala,25 a 29 años,2020,104758,50890,53868
Tlaxcala,20 a 24 años,1990,71689,34424,37265
Tlaxcala,20 a 24 años,1995,90107,43311,46796
Tlaxcala,20 a 24 años,2000,106450,52418,54032
Tlaxcala,20 a 24 años,2005,108254,53846,54408
Tlaxcala,20 a 24 años,2010,119172,59831,59341
Tlaxcala,20 a 24 años,2020,113937,56738,57199
Tlaxcala,15 a 19 años,1990,89788,44518,45270
Tlaxcala,15 a 19 años,1995,103743,51416,52327
Tlaxcala,15 a 19 años,2000,110488,56118,54370
Tlaxcala,15 a 19 años,2005,118450,60021,58429
Tlaxcala,15 a 19 años,2010,118634,59970,58664
Tlaxcala,15 a 19 años,2020,121207,61532,59675
Tlaxcala,100 años y más,1990,176,53,123
Tlaxcala,100 años y más,1995,138,43,95
Tlaxcala,100 años y más,2000,828,361,467
Tlaxcala,100 años y más,2005,794,331,463
Tlaxcala,100 años y más,2010,794,318,476
Tlaxcala,100 años y más,2020,197,57,140
Tlaxcala,10 a 14 años,1990,104575,52735,51840
Tlaxcala,10 a 14 años,1995,110597,55744,54853
Tlaxcala,10 a 14 años,2000,115925,58718,57207
Tlaxcala,10 a 14 años,2005,114239,58160,56079
Tlaxcala,10 a 14 años,2010,123330,62673,60657
Tlaxcala,10 a 14 años,2020,119718,60747,58971
Tlaxcala,0 a 4 años,1990,98004,49841,48163
Tlaxcala,0 a 4 años,1995,106844,54455,52389
Tlaxcala,0 a 4 años,2000,962646,469948,492698
Tlaxcala,0 a 4 años,2005,1068207,517477,550730
Tlaxcala,0 a 4 años,2010,1169936,565775,604161
Tlaxcala,0 a 4 años,2020,110460,55685,54775
Veracruz de Ignacio de la Llave,No especificado,1990,26647,12969,13678
Veracruz de Ignacio de la Llave,No especificado,1995,10817,4886,5931
Veracruz de Ignacio de la Llave,No especificado,2000,2261,913,1348
Veracruz de Ignacio de la Llave,No especificado,2005,2115,817,1298
Veracruz de Ignacio de la Llave,No especificado,2010,2186,890,1296
Veracruz de Ignacio de la Llave,No especificado,2020,3470,1707,1763
Veracruz de Ignacio de la Llave,95 a 99 años,1990,3614,1521,2093
Veracruz de Ignacio de la Llave,95 a 99 años,1995,4665,2070,2595
Veracruz de Ignacio de la Llave,95 a 99 años,2000,9608,4171,5437
Veracruz de Ignacio de la Llave,95 a 99 años,2005,10668,4500,6168
Veracruz de Ignacio de la Llave,95 a 99 años,2010,13213,5571,7642
Veracruz de Ignacio de la Llave,95 a 99 años,2020,8304,3328,4976
Veracruz de Ignacio de la Llave,90 a 94 años,1990,7843,3421,4422
Veracruz de Ignacio de la Llave,90 a 94 años,1995,8609,3695,4914
Veracruz de Ignacio de la Llave,90 a 94 años,2000,22336,9680,12656
Veracruz de Ignacio de la Llave,90 a 94 años,2005,27716,12147,15569
Veracruz de Ignacio de la Llave,90 a 94 años,2010,35565,15779,19786
Veracruz de Ignacio de la Llave,90 a 94 años,2020,21825,9066,12759
Veracruz de Ignacio de la Llave,85 a 89 años,1990,16879,7679,9200
Veracruz de Ignacio de la Llave,85 a 89 años,1995,19582,8781,10801
Veracruz de Ignacio de la Llave,85 a 89 años,2000,36758,16776,19982
Veracruz de Ignacio de la Llave,85 a 89 años,2005,50171,23047,27124
Veracruz de Ignacio de la Llave,85 a 89 años,2010,62627,28294,34333
Veracruz de Ignacio de la Llave,85 a 89 años,2020,54398,23684,30714
Veracruz de Ignacio de la Llave,80 a 84 años,1990,29753,13525,16228
Veracruz de Ignacio de la Llave,80 a 84 años,1995,32694,14679,18015
Veracruz de Ignacio de la Llave,80 a 84 años,2000,66604,32117,34487
Veracruz de Ignacio de la Llave,80 a 84 años,2005,85434,40350,45084
Veracruz de Ignacio de la Llave,80 a 84 años,2010,100119,46658,53461
Veracruz de Ignacio de la Llave,80 a 84 años,2020,95232,43082,52150
Veracruz de Ignacio de la Llave,75 a 79 años,1990,44526,21258,23268
Veracruz de Ignacio de la Llave,75 a 79 años,1995,51656,24807,26849
Veracruz de Ignacio de la Llave,75 a 79 años,2000,97101,46706,50395
Veracruz de Ignacio de la Llave,75 a 79 años,2005,121464,57509,63955
Veracruz de Ignacio de la Llave,75 a 79 años,2010,155346,72547,82799
Veracruz de Ignacio de la Llave,75 a 79 años,2020,145737,68964,76773
Veracruz de Ignacio de la Llave,70 a 74 años,1990,63720,30885,32835
Veracruz de Ignacio de la Llave,70 a 74 años,1995,82096,40157,41939
Veracruz de Ignacio de la Llave,70 a 74 años,2000,132984,62339,70645
Veracruz de Ignacio de la Llave,70 a 74 años,2005,159801,75256,84545
Veracruz de Ignacio de la Llave,70 a 74 años,2010,183836,87365,96471
Veracruz de Ignacio de la Llave,70 a 74 años,2020,203156,95435,107721
Veracruz de Ignacio de la Llave,65 a 69 años,1990,90139,43691,46448
Veracruz de Ignacio de la Llave,65 a 69 años,1995,112997,53595,59402
Veracruz de Ignacio de la Llave,65 a 69 años,2000,178582,85264,93318
Veracruz de Ignacio de la Llave,65 a 69 años,2005,211512,100645,110867
Veracruz de Ignacio de la Llave,65 a 69 años,2010,239698,114048,125650
Veracruz de Ignacio de la Llave,65 a 69 años,2020,279233,130731,148502
Veracruz de Ignacio de la Llave,60 a 64 años,1990,127548,61852,65696
Veracruz de Ignacio de la Llave,60 a 64 años,1995,154740,74398,80342
Veracruz de Ignacio de la Llave,60 a 64 años,2000,205722,99382,106340
Veracruz de Ignacio de la Llave,60 a 64 años,2005,247750,119097,128653
Veracruz de Ignacio de la Llave,60 a 64 años,2010,298171,142619,155552
Veracruz de Ignacio de la Llave,60 a 64 años,2020,347850,162999,184851
Veracruz de Ignacio de la Llave,55 a 59 años,1990,152200,74293,77907
Veracruz de Ignacio de la Llave,55 a 59 años,1995,183424,89307,94117
Veracruz de Ignacio de la Llave,55 a 59 años,2000,259882,125663,134219
Veracruz de Ignacio de la Llave,55 a 59 años,2005,310556,148137,162419
Veracruz de Ignacio de la Llave,55 a 59 años,2010,365591,172802,192789
Veracruz de Ignacio de la Llave,55 a 59 años,2020,408710,192522,216188
Veracruz de Ignacio de la Llave,50 a 54 años,1990,194181,95161,99020
Veracruz de Ignacio de la Llave,50 a 54 años,1995,227050,111635,115415
Veracruz de Ignacio de la Llave,50 a 54 años,2000,312790,149441,163349
Veracruz de Ignacio de la Llave,50 a 54 años,2005,369611,175365,194246
Veracruz de Ignacio de la Llave,50 a 54 años,2010,424845,201515,223330
Veracruz de Ignacio de la Llave,50 a 54 años,2020,488510,227672,260838
Veracruz de Ignacio de la Llave,5 a 9 años,1990,821633,416819,404814
Veracruz de Ignacio de la Llave,5 a 9 años,1995,808231,410700,397531
Veracruz de Ignacio de la Llave,5 a 9 años,2000,728473,369566,358907
Veracruz de Ignacio de la Llave,5 a 9 años,2005,676902,344371,332531
Veracruz de Ignacio de la Llave,5 a 9 años,2010,662288,335899,326389
Veracruz de Ignacio de la Llave,5 a 9 años,2020,675182,342335,332847
Veracruz de Ignacio de la Llave,45 a 49 años,1990,240187,118069,122118
Veracruz de Ignacio de la Llave,45 a 49 años,1995,284928,139122,145806
Veracruz de Ignacio de la Llave,45 a 49 años,2000,380702,181477,199225
Veracruz de Ignacio de la Llave,45 a 49 años,2005,432692,203928,228764
Veracruz de Ignacio de la Llave,45 a 49 años,2010,486810,228657,258153
Veracruz de Ignacio de la Llave,45 a 49 años,2020,516152,240159,275993
Veracruz de Ignacio de la Llave,40 a 44 años,1990,276466,135545,140921
Veracruz de Ignacio de la Llave,40 a 44 años,1995,336144,164379,171765
Veracruz de Ignacio de la Llave,40 a 44 años,2000,459768,217408,242360
Veracruz de Ignacio de la Llave,40 a 44 años,2005,496595,229601,266994
Veracruz de Ignacio de la Llave,40 a 44 años,2010,542754,251277,291477
Veracruz de Ignacio de la Llave,40 a 44 años,2020,537667,247288,290379
Veracruz de Ignacio de la Llave,35 a 39 años,1990,361668,174334,187334
Veracruz de Ignacio de la Llave,35 a 39 años,1995,432316,208089,224227
Veracruz de Ignacio de la Llave,35 a 39 años,2000,498825,233227,265598
Veracruz de Ignacio de la Llave,35 a 39 años,2005,516830,234539,282291
Veracruz de Ignacio de la Llave,35 a 39 años,2010,539685,247094,292591
Veracruz de Ignacio de la Llave,35 a 39 años,2020,558791,258605,300186
Veracruz de Ignacio de la Llave,30 a 34 años,1990,405322,195773,209549
Veracruz de Ignacio de la Llave,30 a 34 años,1995,474740,228981,245759
Veracruz de Ignacio de la Llave,30 a 34 años,2000,536397,246494,289903
Veracruz de Ignacio de la Llave,30 a 34 años,2005,517828,232501,285327
Veracruz de Ignacio de la Llave,30 a 34 años,2010,557762,259153,298609
Veracruz de Ignacio de la Llave,30 a 34 años,2020,568121,263409,304712
Veracruz de Ignacio de la Llave,25 a 29 años,1990,485425,233676,251749
Veracruz de Ignacio de la Llave,25 a 29 años,1995,543854,259835,284019
Veracruz de Ignacio de la Llave,25 a 29 años,2000,593263,274257,319006
Veracruz de Ignacio de la Llave,25 a 29 años,2005,582248,269012,313236
Veracruz de Ignacio de la Llave,25 a 29 años,2010,642093,307562,334531
Veracruz de Ignacio de la Llave,25 a 29 años,2020,580421,272684,307737
Veracruz de Ignacio de la Llave,20 a 24 años,1990,589326,284723,304603
Veracruz de Ignacio de la Llave,20 a 24 años,1995,647799,311116,336683
Veracruz de Ignacio de la Llave,20 a 24 años,2000,709056,349083,359973
Veracruz de Ignacio de la Llave,20 a 24 años,2005,710167,351004,359163
Veracruz de Ignacio de la Llave,20 a 24 años,2010,759388,381351,378037
Veracruz de Ignacio de la Llave,20 a 24 años,2020,600394,292359,308035
Veracruz de Ignacio de la Llave,15 a 19 años,1990,715415,356386,359029
Veracruz de Ignacio de la Llave,15 a 19 años,1995,735362,366861,368501
Veracruz de Ignacio de la Llave,15 a 19 años,2000,797328,404351,392977
Veracruz de Ignacio de la Llave,15 a 19 años,2005,791110,401867,389243
Veracruz de Ignacio de la Llave,15 a 19 años,2010,741526,376924,364602
Veracruz de Ignacio de la Llave,15 a 19 años,2020,681548,344153,337395
Veracruz de Ignacio de la Llave,100 años y más,1990,2389,925,1464
Veracruz de Ignacio de la Llave,100 años y más,1995,1732,645,1087
Veracruz de Ignacio de la Llave,100 años y más,2000,5467,2363,3104
Veracruz de Ignacio de la Llave,100 años y más,2005,5679,2313,3366
Veracruz de Ignacio de la Llave,100 años y más,2010,5967,2503,3464
Veracruz de Ignacio de la Llave,100 años y más,2020,2157,799,1358
Veracruz de Ignacio de la Llave,10 a 14 años,1990,795938,401438,394500
Veracruz de Ignacio de la Llave,10 a 14 años,1995,807421,410912,396509
Veracruz de Ignacio de la Llave,10 a 14 años,2000,812674,412270,400404
Veracruz de Ignacio de la Llave,10 a 14 años,2005,720700,366110,354590
Veracruz de Ignacio de la Llave,10 a 14 años,2010,728767,369775,358992
Veracruz de Ignacio de la Llave,10 a 14 años,2020,685468,347680,337788
Veracruz de Ignacio de la Llave,0 a 4 años,1990,777420,393484,383936
Veracruz de Ignacio de la Llave,0 a 4 años,1995,776467,395230,381237
Veracruz de Ignacio de la Llave,0 a 4 años,2000,6908975,3355164,3553811
Veracruz de Ignacio de la Llave,0 a 4 años,2005,7110214,3423379,3686835
Veracruz de Ignacio de la Llave,0 a 4 años,2010,7643194,3695679,3947515
Veracruz de Ignacio de la Llave,0 a 4 años,2020,600253,303113,297140
Yucatán,No especificado,1990,4080,1983,2097
Yucatán,No especificado,1995,2691,1382,1309
Yucatán,No especificado,2000,230,107,123
Yucatán,No especificado,2005,182,69,113
Yucatán,No especificado,2010,202,88,114
Yucatán,No especificado,2020,3816,1896,1920
Yucatán,95 a 99 años,1990,655,298,357
Yucatán,95 a 99 años,1995,794,377,417
Yucatán,95 a 99 años,2000,2419,1138,1281
Yucatán,95 a 99 años,2005,2818,1289,1529
Yucatán,95 a 99 años,2010,3815,1743,2072
Yucatán,95 a 99 años,2020,1556,640,916
Yucatán,90 a 94 años,1990,1736,792,944
Yucatán,90 a 94 años,1995,2127,998,1129
Yucatán,90 a 94 años,2000,6478,3108,3370
Yucatán,90 a 94 años,2005,8573,4172,4401
Yucatán,90 a 94 años,2010,9540,4618,4922
Yucatán,90 a 94 años,2020,4647,2023,2624
Yucatán,85 a 89 años,1990,4899,2379,2520
Yucatán,85 a 89 años,1995,5616,2769,2847
Yucatán,85 a 89 años,2000,12282,5991,6291
Yucatán,85 a 89 años,2005,14293,6968,7325
Yucatán,85 a 89 años,2010,15627,7491,8136
Yucatán,85 a 89 años,2020,12224,5530,6694
Yucatán,80 a 84 años,1990,8704,4298,4406
Yucatán,80 a 84 años,1995,9959,4847,5112
Yucatán,80 a 84 años,2000,19372,9775,9597
Yucatán,80 a 84 años,2005,21195,10674,10521
Yucatán,80 a 84 años,2010,24558,12071,12487
Yucatán,80 a 84 años,2020,22476,10519,11957
Yucatán,75 a 79 años,1990,13802,7123,6679
Yucatán,75 a 79 años,1995,16966,8731,8235
Yucatán,75 a 79 años,2000,24429,12129,12300
Yucatán,75 a 79 años,2005,28422,13928,14494
Yucatán,75 a 79 años,2010,35779,17334,18445
Yucatán,75 a 79 años,2020,35612,17163,18449
Yucatán,70 a 74 años,1990,20263,10390,9873
Yucatán,70 a 74 años,1995,23662,12011,11651
Yucatán,70 a 74 años,2000,31712,15476,16236
Yucatán,70 a 74 años,2005,38247,18600,19647
Yucatán,70 a 74 años,2010,44092,21271,22821
Yucatán,70 a 74 años,2020,53224,25378,27846
Yucatán,65 a 69 años,1990,25855,12918,12937
Yucatán,65 a 69 años,1995,27734,13676,14058
Yucatán,65 a 69 años,2000,40706,19687,21019
Yucatán,65 a 69 años,2005,48236,23013,25223
Yucatán,65 a 69 años,2010,61572,29647,31925
Yucatán,65 a 69 años,2020,72318,34270,38048
Yucatán,60 a 64 años,1990,30299,14800,15499
Yucatán,60 a 64 años,1995,35797,17516,18281
Yucatán,60 a 64 años,2000,47242,22922,24320
Yucatán,60 a 64 años,2005,61894,30238,31656
Yucatán,60 a 64 años,2010,73419,35354,38065
